id,rating_org
0,4.475166975365785
1,4.475166975365785
2,4.121716676898845
3,4.217144464901434
4,4.57763982084469
5,4.638081878917034
6,4.421652340886323
7,4.5432845497368985
8,4.348159419036572
9,4.253883625805503
10,4.380751873309407
11,4.410375604329588
12,4.20849742539809
13,3.87076720908814
14,4.541150055207097
15,4.257240204429301
16,4.407726693247529
17,4.367213114754098
18,4.545808966861599
19,4.30983592039602
20,4.2344705575175885
21,4.436218522086143
22,3.876252130309856
23,3.633844956383817
24,4.476042072458122
25,4.54834260838392
26,4.131210125025034
27,4.151532944223944
28,4.27571748070977
29,3.932761265151301
30,4.518920363934698
31,4.139962651727358
32,4.6840245858654415
33,4.515386703372196
34,4.354248717130636
35,4.264513237845325
36,4.365310077519381
37,3.7818213435658214
38,4.00228651434269
39,4.690972222222222
40,4.389640440891793
41,4.198200671726198
42,4.607242126953111
43,4.468687618066288
44,4.529151793302737
45,4.460548034547085
46,4.015296900956858
47,4.492984665398459
48,4.565387726215752
49,4.474977403460086
50,4.124109410970866
51,4.391497223487627
52,4.222286475809715
53,4.334156437898894
54,4.6463550796880355
55,4.391242735230465
56,4.395562904675762
57,4.224073879803033
58,4.25203259588008
59,4.043564078154041
60,4.500629278567668
61,4.3247207833992745
62,4.250106662593942
63,4.3770911541299355
64,4.300173305380852
65,4.186875155969996
66,4.467371987936374
67,4.1901047288535
68,4.338187878375622
69,4.0070182191621475
70,4.323018216811627
71,4.281544251217788
72,4.518035071508875
73,4.646766169154229
74,4.156333771667597
75,4.478187581058989
76,4.515974440894568
77,4.553738317757009
78,4.245877882910514
79,4.767718823725936
80,4.211916113992977
81,4.285926265485034
82,4.820129107981221
83,4.586156111929308
84,4.470180913721812
85,4.376578527349875
86,4.699363057324841
87,4.5660784749812136
88,4.12399996718072
89,4.638081878917034
90,4.529151793302737
91,4.543218670672952
92,4.423649695243302
93,4.425047438330171
94,4.608258527827648
95,4.288938221690277
96,4.410382460049893
97,4.18670010950362
98,4.271199388846448
99,4.14744412185097
100,4.629457364341086
101,4.450617283950617
102,4.27925605161709
103,4.55671570953963
104,4.1743999999999994
105,3.900457499724313
106,4.26514696988835
107,4.2384567198786165
108,4.518009809626247
109,4.601495678073101
110,4.2863288205916295
111,4.435497835497835
112,4.504953480358374
113,4.478832480533927
114,4.415229885057471
115,4.1901047288535
116,3.876760584641813
117,4.291025859076643
118,4.515794223826716
119,4.617986381832125
120,4.168404704746683
121,4.2715266247341
122,4.56319612590799
123,4.468956801497254
124,4.164074140521088
125,3.763201911589008
126,4.635524256651017
127,4.340673628732895
128,4.638081878917034
129,4.559907616641943
130,4.363597631445796
131,3.811898237307203
132,4.547598461290586
133,4.353175817077712
134,4.504514510609923
135,4.402207229063124
136,4.340673628732895
137,4.649277648697905
138,4.020328523459479
139,4.521883607939315
140,4.584654818865345
141,4.5132467670719825
142,3.949196432030636
143,4.590131228511937
144,4.23748668796592
145,4.323869675030424
146,4.518920363934698
147,4.262027974821197
148,4.4682737089039914
149,4.7281553398058245
150,4.266806453901487
151,4.336681945465041
152,4.522117258959364
153,4.345124604639618
154,4.405992728163557
155,4.518920363934698
156,4.181975084230724
157,3.8622157315582126
158,4.213630862475738
159,4.325544355975524
160,4.430172879524581
161,4.427846123803945
162,4.127429564131692
163,4.315802051538416
164,4.09456887587344
165,3.9931591120314187
166,4.34362139772755
167,4.378395090866179
168,4.590395480225989
169,4.175368763317472
170,4.105076001833857
171,4.585372255816094
172,4.0478341853518325
173,4.347624975513681
174,3.9642241046948747
175,4.496934296014782
176,4.308460520905822
177,4.177545289502393
178,4.525627857953874
179,4.502179176755448
180,4.437415909920478
181,4.1748394933194515
182,4.5052915891938605
183,4.323018216811627
184,4.500255058663492
185,4.419292101669529
186,4.499672308457793
187,4.27327942298429
188,4.226631508391245
189,4.518009809626247
190,4.220087001903083
191,4.394922591489956
192,4.5174825174825175
193,4.4398510812799294
194,4.662191103789127
195,4.260809253429049
196,4.508602150537635
197,4.455847813283277
198,4.316223768447361
199,3.817272681694797
200,4.407707944685613
201,4.370875303566739
202,3.9269889701987704
203,4.093704604549003
204,4.396095854340519
205,3.9896581873347707
206,4.165392931070026
207,4.076879597794336
208,4.292106749855825
209,3.9896581873347707
210,4.402963713434843
211,3.9958720302953616
212,4.266734877452137
213,4.323959904391001
214,4.407058187456645
215,4.509602045284411
216,4.2009863133178476
217,4.568497999956737
218,4.50981731261738
219,4.400456411812061
220,4.175355450236967
221,4.245877882910514
222,4.894946170198176
223,4.285561111502023
224,4.079165643920798
225,3.98954232932277
226,3.755687412833487
227,4.1925557361231025
228,4.194630872483223
229,4.263235102067238
