per_square_meter_price,id
15977.012667842384,0
4873.529843973002,1
13682.756699107247,2
10959.450603657047,3
10793.832951653692,4
20577.660822714424,5
10847.605836859542,6
28558.956544099772,7
9565.684440202702,8
4620.3831235667285,9
8013.723410268892,10
25615.883945961305,11
45154.42722494005,12
6785.850457705945,13
45646.2826725078,14
14224.15015363321,15
5177.184215176271,16
8223.45662206459,17
32312.17980153062,18
17492.18285077462,19
7707.852982693199,20
30926.078353933633,21
67940.95637261364,22
3709.6233055166244,23
22223.778635608527,24
14918.823599900468,25
31597.776928394273,26
2944.984273048117,27
35912.83421706429,28
1717.8287921138017,29
6354.977641260508,30
37086.97457341773,31
37803.75034178308,32
6932.149556164972,33
7912.017071696512,34
8020.871921306976,35
10728.584362657317,36
11382.71450914147,37
14070.450484297879,38
38137.32578853811,39
16997.347369999607,40
61838.442520553486,41
24894.719022961934,42
10416.471877242075,43
8180.402289061832,44
9022.283584391464,45
10440.948885515534,46
4501.703273283308,47
10169.162131303887,48
4130.3880794584,49
9655.244900690243,50
12044.24296443137,51
5708.437320849931,52
20438.006732735616,53
2490.745724748664,54
82696.88802969836,55
39749.3396518844,56
15741.413444897504,57
13769.813769652159,58
15561.78455276767,59
5658.082787692479,60
19600.469172153447,61
5261.578191944652,62
14292.892672180982,63
130424.35860075869,64
23396.538610008844,65
13916.4613361509,66
11326.587885001314,67
27876.56941985909,68
19483.508007085165,69
25776.291686321543,70
28060.283503023522,71
44122.862242421965,72
14747.322808800904,73
11463.653167924696,74
9222.132519540906,75
4440.058906131906,76
8137.295901022282,77
10401.057720213565,78
10248.324342776063,79
10528.359235910131,80
9531.84427267251,81
9660.711662122587,82
47440.00881305396,83
10345.997868317641,84
6880.688695823139,85
26442.719161894674,86
3753.8720622081773,87
11085.291148783424,88
17007.121155543962,89
5898.229314950129,90
20245.820581025644,91
18134.145325307883,92
6995.518443080326,93
9169.659198534793,94
68079.81679221094,95
6717.479709211381,96
11941.618111059168,97
168568.64743360813,98
9959.82631122912,99
53650.98096208831,100
27834.509695593133,101
25709.352716902904,102
476.13347602552824,103
13767.683422421944,104
32908.5137226545,105
12378.830692103156,106
5834.197388845605,107
7295.323700301743,108
10358.80060618131,109
16277.169388283637,110
8124.7814229535115,111
17458.77911214701,112
6865.2483750764095,113
14494.328906231734,114
24146.915879971846,115
15457.714330787436,116
10804.14417424119,117
11476.781308156122,118
13849.903401360658,119
52227.65680541971,120
6632.034553994135,121
10115.475602559029,122
24699.315895969605,123
13625.650259105223,124
19244.84113961114,125
10790.731242861406,126
21568.884444839645,127
11438.323752646636,128
12127.250049033306,129
7084.998131346891,130
11309.002397428956,131
83008.31065327337,132
8118.526910984228,133
9945.366969710116,134
13439.113562845832,135
32091.367495875224,136
9795.996964382222,137
3286.7637098369523,138
7928.135437322829,139
17119.43932455709,140
7550.355763713774,141
7672.08793336261,142
7597.189701882349,143
17442.909388272597,144
14904.194997932766,145
8497.832844610899,146
12911.848016542177,147
9322.08562395644,148
24697.593558190634,149
107051.8793776569,150
14078.384756011203,151
66391.5212346439,152
9064.828141016307,153
18771.822154627356,154
8067.601438728015,155
7810.44752986069,156
10810.929724583193,157
7788.60894606754,158
8604.495836823018,159
27639.661295100108,160
26974.30069323579,161
13951.725294216569,162
21951.570422945315,163
13586.486551447775,164
18119.15842503632,165
2594.1795139778724,166
3735.185646137073,167
11512.119503845384,168
11584.750423115629,169
37273.75584377555,170
52415.0085858056,171
9039.73005277166,172
15740.763866316149,173
25058.202747354084,174
9594.681842528402,175
54643.982701365974,176
45930.19726873839,177
17980.039620367937,178
77607.63183323096,179
1901.4069270386437,180
45251.765535951716,181
2180.857013578537,182
18963.478481441347,183
29248.42784639636,184
4266.942696194393,185
8052.466804398633,186
13032.907417793385,187
9234.198672835946,188
15299.221806469071,189
5593.786263876068,190
4711.3479502891405,191
23127.03972571275,192
24683.00944954579,193
3677.9360102020046,194
13950.251267833537,195
6448.288975890295,196
10296.745044303889,197
17875.728055083757,198
18623.656163437256,199
10633.126919217193,200
15394.368392245595,201
9517.820353568972,202
8586.886611948792,203
10815.379577530268,204
22662.54020141619,205
3391.85047757268,206
84918.63384779674,207
7378.282014547763,208
6788.861573338779,209
9284.484675078253,210
8517.81219002705,211
5633.641544736833,212
34128.73180585935,213
12285.394404045666,214
20239.44263198645,215
7473.878666759258,216
4204.5187896519865,217
3754.433886402939,218
7411.658080629748,219
12207.858007106423,220
6001.633201787054,221
3832.125727020833,222
18176.910908102353,223
19762.73176915502,224
45148.55794867363,225
30786.068381961602,226
1919.7298731318756,227
107099.85670987547,228
13101.840459797351,229
23520.58325642752,230
84430.45656415763,231
21202.640153693705,232
27378.22697263232,233
4208.101328301049,234
3228.1401933965217,235
13055.789449934475,236
7351.245264250911,237
9426.823682983731,238
13808.612168227079,239
43196.19829938102,240
13549.06259456335,241
4837.750016812844,242
126115.1339524026,243
43747.65721113998,244
7710.593013374223,245
37502.20866610406,246
12660.82114432889,247
56441.52781983757,248
18908.49765569319,249
8500.892040985582,250
54771.840540032244,251
20633.259801096625,252
7163.034016200304,253
8462.287511608021,254
26228.47262893155,255
15220.600731562834,256
26483.415576541836,257
13191.50188113838,258
42036.39559156875,259
49436.0806998129,260
11189.482709017888,261
13363.975486339352,262
7514.728530414143,263
17541.303682579746,264
8111.707133577287,265
20106.93880279059,266
9505.081412064235,267
58098.49103225834,268
18360.842552331498,269
2942.260921721695,270
14380.709133899258,271
12343.926248005633,272
8261.155577493528,273
57127.65177965922,274
43812.82464634031,275
5561.64640959785,276
7638.536217078593,277
11362.54691378342,278
50393.12260750996,279
32233.31243374963,280
11131.766044050679,281
5562.6969446421035,282
10442.071937063136,283
8669.864738801287,284
9612.402493727193,285
10210.105043509282,286
5286.97239461886,287
14983.17549964908,288
21579.288427884854,289
8339.74608249304,290
11690.046313512265,291
33115.585543811016,292
6333.34466926077,293
15260.148793227856,294
16071.143339996508,295
31477.025352924426,296
29849.61807828792,297
5009.925667858906,298
4758.002316104402,299
84318.55795234189,300
54634.6170511881,301
7215.310007084138,302
8746.486137230495,303
27956.475771294503,304
9228.16365258677,305
1367.9274967181464,306
23964.90756303496,307
17941.303074172934,308
68339.19481143662,309
762.7396770253417,310
16278.480276618397,311
18852.215998414198,312
93001.22988169466,313
3960.805489375439,314
2582.8838695309737,315
8401.182323200761,316
12211.18740457175,317
10938.110732102681,318
5962.173982697832,319
11961.726353002448,320
4790.127154586587,321
17480.534046043,322
13520.486948615931,323
